player_id,session,elo
7,S2D3,929.6
7,S2D4,929.6
7,S2D5,929.6
7,S2D6,929.6
7,S2D7,964.8
7,S2D8,964.8
7,S2D9,964.8
7,S2D10,964.8
7,S2D11,971.2
7,S2D12,945.6
7,S3D1,913.6
7,S3D2,945.6
7,S3D3,945.6
7,S3D4,958.4
7,S3D5,923.2
7,S3D6,923.2
7,S3D7,923.2
7,S3D8,923.2
7,S3D9,923.2
7,S3D10,923.2
7,S3D11,923.2
7,S3D12,891.2
7,S4D1,913.6
7,S4D2,913.6
7,S4D3,913.6
7,S4D4,913.6
7,S4D5,913.6
7,S4D6,913.6
7,S4D7,913.6
7,S4D8,913.6
7,S4D9,913.6
7,S4D10,913.6
7,S4D11,913.6
6,S1D1,984
6,S1D2,1035.2
6,S1D3,1060.8
6,S1D4,1070.4
6,S1D5,1108.8
6,S1D6,1144
6,S1D7,1153.6
6,S1D8,1163.2
6,S1D9,1156.8
6,S1D10,1198.4
6,S1D11,1160
6,S2D1,1204.8
6,S2D2,1208
6,S2D3,1224
6,S2D4,1230.4
6,S2D5,1262.4
6,S2D6,1227.2
6,S2D7,1214.4
6,S2D8,1214.4
6,S2D9,1214.4
6,S2D10,1240
6,S2D11,1240
6,S2D12,1217.6
6,S3D1,1201.6
6,S3D2,1169.6
6,S3D3,1169.6
6,S3D4,1176
6,S3D5,1150.4
6,S3D6,1160
6,S3D7,1172.8
6,S3D8,1115.2
6,S3D9,1134.4
6,S3D10,1134.4
6,S3D11,1105.6
6,S3D12,1121.6
6,S4D1,1102.4
6,S4D2,1121.6
6,S4D3,1134.4
6,S4D4,1147.2
6,S4D5,1140.8
6,S4D6,1089.6
6,S4D7,1108.8
6,S4D8,1112
6,S4D9,1096
6,S4D10,1096
6,S4D11,1089.6
30,S1D1,1000
30,S1D2,1000
30,S1D3,1000
30,S1D4,1000
30,S1D5,1000
30,S1D6,1000
30,S1D7,1000
30,S1D8,1000
30,S1D9,1000
30,S1D10,1000
30,S1D11,1000
30,S2D1,1000
30,S2D2,1000
30,S2D3,1000
30,S2D4,1000
30,S2D5,1000
30,S2D6,1000
30,S2D7,1000
30,S2D8,1000
30,S2D9,1000
30,S2D10,1000
30,S2D11,1000
30,S2D12,1000
30,S3D1,974.4
30,S3D2,974.4
30,S3D3,974.4
30,S3D4,974.4
30,S3D5,974.4
30,S3D6,974.4
30,S3D7,974.4
30,S3D8,974.4
30,S3D9,974.4
30,S3D10,974.4
30,S3D11,974.4
30,S3D12,974.4
30,S4D1,974.4
30,S4D2,974.4
30,S4D3,974.4
30,S4D4,974.4
30,S4D5,974.4
30,S4D6,974.4
30,S4D7,974.4
30,S4D8,974.4
30,S4D9,974.4
30,S4D10,974.4
30,S4D11,974.4
4,S1D1,1000
4,S1D2,1000
4,S1D3,1000
4,S1D4,1000
4,S1D5,1000
4,S1D6,1000
4,S1D7,1000
4,S1D8,974.4
4,S1D9,974.4
4,S1D10,920
4,S1D11,920
4,S2D1,920
4,S2D2,939.2
4,S2D3,939.2
4,S2D4,939.2
4,S2D5,939.2
4,S2D6,939.2
4,S2D7,971.2
4,S2D8,971.2
4,S2D9,942.4
4,S2D10,939.2
4,S2D11,952
4,S2D12,993.6
4,S3D1,993.6
4,S3D2,993.6
4,S3D3,984
4,S3D4,958.4
4,S3D5,958.4
4,S3D6,971.2
4,S3D7,971.2
4,S3D8,971.2
4,S3D9,1016
4,S3D10,1016
4,S3D11,1035.2
4,S3D12,1035.2
4,S4D1,1048
4,S4D2,1048
4,S4D3,1044.8
4,S4D4,1044.8
4,S4D5,1044.8
4,S4D6,1044.8
4,S4D7,1009.6
4,S4D8,1016
4,S4D9,1016
4,S4D10,1016
4,S4D11,1016
18,S1D1,1000
18,S1D2,984
18,S1D3,955.2
18,S1D4,955.2
18,S1D5,955.2
18,S1D6,955.2
18,S1D7,955.2
18,S1D8,968
18,S1D9,968
18,S1D10,1108.8
18,S1D11,1108.8
18,S2D1,1035.2
18,S2D2,1035.2
18,S2D3,1035.2
18,S2D4,1041.6
18,S2D5,1041.6
18,S2D6,1048
18,S2D7,1048
18,S2D8,1048
18,S2D9,1048
18,S2D10,1048
18,S2D11,1038.4
18,S2D12,1032
18,S3D1,1064
18,S3D2,1064
18,S3D3,1064
18,S3D4,1064
18,S3D5,1064
18,S3D6,1064
18,S3D7,1092.8
18,S3D8,1048
18,S3D9,1080
18,S3D10,1080
18,S3D11,1080
18,S3D12,1080
18,S4D1,1080
18,S4D2,1089.6
18,S4D3,1089.6
18,S4D4,1089.6
18,S4D5,1060.8
18,S4D6,1060.8
18,S4D7,1060.8
18,S4D8,1060.8
18,S4D9,1054.4
18,S4D10,1051.2
18,S4D11,1051.2
31,S1D1,1000
31,S1D2,1000
31,S1D3,1000
31,S1D4,1000
31,S1D5,1000
31,S1D6,1000
31,S1D7,1000
31,S1D8,1000
31,S1D9,974.4
31,S1D10,974.4
31,S1D11,974.4
31,S2D1,974.4
31,S2D2,974.4
31,S2D3,948.8
31,S2D4,948.8
31,S2D5,948.8
31,S2D6,948.8
31,S2D7,948.8
31,S2D8,948.8
31,S2D9,948.8
31,S2D10,948.8
31,S2D11,948.8
31,S2D12,948.8
31,S3D1,948.8
31,S3D2,948.8
31,S3D3,948.8
31,S3D4,948.8
31,S3D5,948.8
31,S3D6,948.8
31,S3D7,948.8
31,S3D8,948.8
31,S3D9,948.8
31,S3D10,948.8
31,S3D11,948.8
31,S3D12,948.8
31,S4D1,948.8
31,S4D2,948.8
31,S4D3,948.8
31,S4D4,948.8
31,S4D5,948.8
31,S4D6,948.8
31,S4D7,948.8
31,S4D8,948.8
31,S4D9,948.8
31,S4D10,948.8
31,S4D11,948.8
16,S1D1,968
16,S1D2,968
16,S1D3,974.4
16,S1D4,961.6
16,S1D5,952
16,S1D6,926.4
16,S1D7,942.4
16,S1D8,942.4
16,S1D9,942.4
16,S1D10,942.4
16,S1D11,939.2
16,S2D1,958.4
16,S2D2,971.2
16,S2D3,929.6
16,S2D4,929.6
16,S2D5,980.8
16,S2D6,1048
16,S2D7,1086.4
16,S2D8,1060.8
16,S2D9,1060.8
16,S2D10,1060.8
16,S2D11,1083.2
16,S2D12,1083.2
16,S3D1,1041.6
16,S3D2,1035.2
16,S3D3,1019.2
16,S3D4,1019.2
16,S3D5,1022.4
16,S3D6,1054.4
16,S3D7,1054.4
16,S3D8,1051.2
16,S3D9,1051.2
16,S3D10,1076.8
16,S3D11,1089.6
16,S3D12,1092.8
16,S4D1,1092.8
16,S4D2,1051.2
16,S4D3,1076.8
16,S4D4,1099.2
16,S4D5,1102.4
16,S4D6,1089.6
16,S4D7,1089.6
16,S4D8,1144
16,S4D9,1144
16,S4D10,1124.8
16,S4D11,1112
21,S1D1,1000
21,S1D2,1000
21,S1D3,1000
21,S1D4,1000
