player,scryfallId,season_id,num_drafts_with_card,matches_played,matches_won,match_win_rate,games_played,games_won,game_win_rate
Yannik,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,b7f16fdf-a3f5-462d-a64a-789d893b6ef5,Season-4,2,8,1,0.125,19,5,0.2631578947368421
Yannik,97b9bab9-12ee-4da5-9d53-d0b82d9279cd,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,162018eb-5483-4fa2-9c5a-abb639eecf91,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,2ef878cb-27b6-47d8-ad11-bd20529b0e7e,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,568dd5a6-86f4-4039-87d7-812120c8ab94,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,bce84a87-093a-42de-9696-8c3250e0f33b,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,fa87bf1e-2062-4983-b1c4-98bffea69a4c,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,4c6cf93a-d073-48ac-88db-c46bf3e10beb,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,0d60eabe-b281-4eba-9c26-287364ed2067,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,f05e9a3e-8a35-4687-85cb-e31b3927a5e2,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,0ecbe097-ba51-42e5-957c-382eb66c08f0,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,5a077de0-1893-40d0-a499-ee2e6e2258f1,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,2f8f22fb-7291-4517-9b15-e98501f2856b,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,86ecaedc-08f1-4de7-aae8-056df57940e0,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,aaae15dd-11b6-4421-99e9-365c7fe4a5d6,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,cda40e31-ba99-4565-ad92-7c687ff44bd9,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,24da9431-7e52-44f5-bc18-2f2d8a4ca81e,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,9721f8da-39ed-4ada-a571-61e08a86032b,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,7054012b-4f9d-44a0-aaf9-7fd3bddc7b2d,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,68c72226-6f52-4322-8b14-18737293dfa0,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,09fd2d9c-1793-4beb-a3fb-7a869f660cd4,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Yannik,87cc2855-6b14-44dd-a398-7dc2bbae081f,Season-4,1,4,1,0.25,9,3,0.3333333333333333
Dimlas,80fca8c0-ae3e-439e-b202-228b9f360e9a,Season-4,2,8,8,1.0,19,16,0.8421052631578947
Dimlas,729daf0e-b822-41bd-a908-ca8ec34032f0,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,19477aca-b8db-4061-9a78-ebb189a9df22,Season-4,2,8,7,0.875,20,14,0.7
Dimlas,5cb76266-ae50-4bbc-8f96-d98f309b02d3,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,7d48d622-f397-4f31-b1a5-0c23f60aa71c,Season-4,2,8,7,0.875,22,15,0.6818181818181818
Dimlas,866b7fd4-86e3-4b42-b1ea-33bad0db1f9f,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,0c0e7131-db26-448d-afda-f48337a026f0,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,26d40e03-6de4-4373-9fbf-04c1dd79e995,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,fe30c0ff-f74b-456a-a61e-3720d84d713f,Season-4,4,16,13,0.8125,38,28,0.7368421052631579
Dimlas,0e9aeaa8-9a75-4719-992f-cbb316f72175,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787,Season-4,3,12,11,0.9166666666666666,30,23,0.7666666666666667
Dimlas,7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,b256ddc8-8b12-434c-a610-1a872e948f2f,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,006d2bf1-20f7-4b09-8d98-8233d91682bd,Season-4,2,8,8,1.0,20,16,0.8
Dimlas,7c024bae-5631-4e20-ac69-df392ac9e109,Season-4,2,8,8,1.0,20,16,0.8
Dimlas,5b8ba842-c662-4686-bca3-93ddb7fa11a6,Season-4,3,12,10,0.8333333333333334,31,21,0.6774193548387096
Dimlas,60d0e6a6-629a-45a7-bfcb-25ba7156788b,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,825969b9-3c70-4fca-8cab-696e9ca7cdb2,Season-4,3,12,11,0.9166666666666666,33,23,0.696969696969697
Dimlas,59faa45d-868b-4bc7-934c-0e077642e129,Season-4,2,8,6,0.75,21,14,0.6666666666666666
Dimlas,079e6263-e54c-4899-a336-5315909b9322,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,af7091c9-5f98-4078-a42b-c9e057346d9b,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,672b9b16-daef-44e6-9a3a-cfd9f3c78bc7,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,928036c9-11b8-493e-b9f2-8fbd3487cd19,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,01006833-6007-4c16-9ebb-20d31c60a57a,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,bbec97ff-bb84-4496-9e09-d4fc1570c516,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,6989018c-37b1-4282-a4af-9cc97f160b4d,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Season-4,2,8,7,0.875,22,15,0.6818181818181818
Dimlas,49bb0ad3-1082-41f1-82a4-52a4006cc9b6,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,17db2b6a-eaa8-4a08-9e86-370bbd058574,Season-4,2,8,8,1.0,22,16,0.7272727272727273
Dimlas,5eccf31d-869d-4003-a92b-71b4f4b479ee,Season-4,1,4,4,1.0,11,8,0.7272727272727273
Dimlas,4acf970d-d2d7-413d-aba7-587ee53d8d5c,Season-4,2,8,8,1.0,22,16,0.7272727272727273
Joel K.,6171e136-1167-4329-acb2-6853d3a814e5,Season-4,2,8,1,0.125,22,7,0.3181818181818182
Joel K.,bf4b9a8a-b42a-46fb-b0d0-9cf800f63c8a,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,d2e27911-87cb-49a0-a34f-6afe4bddd592,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,9e7fb3c0-5159-4d1f-8490-ce4c9a60f567,Season-4,2,8,1,0.125,22,7,0.3181818181818182
Joel K.,5da578b8-19e6-4068-9336-e7cd33c585f1,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,3b214b6f-4734-4200-8467-92d7e3469b5d,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,a55c4d47-5252-40af-961d-c08bc688028a,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,fd99bce1-ce39-464b-8e61-2631eb3ed6f6,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,ab9f6a1b-8467-4584-affd-8c71d3e34d2f,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,4a0bb5dc-75a6-4bd6-81f8-611197fb0fba,Season-4,2,8,1,0.125,22,7,0.3181818181818182
Joel K.,0c3bc412-689f-4385-807b-ed60d6276d76,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,054f2276-2dd5-43da-bb26-c57c560861fe,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,85a89077-b384-4fca-9d26-7297962c1541,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,6be9b1d5-9ab8-4adb-ba54-2c0117e842fa,Season-4,2,8,1,0.125,22,7,0.3181818181818182
Joel K.,7832abb5-5107-4603-904e-491b221bd3e3,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,1e2fee55-227b-4373-a3f7-b463f220033f,Season-4,3,12,1,0.08333333333333333,32,9,0.28125
Joel K.,32a180dd-9641-4546-8940-9b21084f0c71,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,bb142d99-b210-47c8-897c-be62f90d2192,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,329a8738-3e17-403a-857a-0ba529ce8cd1,Season-4,2,8,1,0.125,22,7,0.3181818181818182
Joel K.,ec59ed99-ce40-489a-b776-8874bec60393,Season-4,2,8,0,0.0,21,5,0.23809523809523808
Joel K.,aced2c55-7543-4076-bcdd-36c4d649b8ae,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,5f608efc-0dbc-4cc3-aadd-ed473bfc29ab,Season-4,3,12,1,0.08333333333333333,32,9,0.28125
Joel K.,9a71531f-d4b6-4cc7-8193-b2f5bce33b21,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,586a4c31-65c7-4c7f-b5f6-74b105b2a629,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Joel K.,0324641d-af55-4c53-b4dc-c8262e967da5,Season-4,1,4,0,0.0,11,3,0.2727272727272727
Sam,e7b3ddca-69ef-4743-897b-57c58077db24,Season-4,1,4,2,0.5,11,6,0.5454545454545454
